@relation solicitantes

@attribute edad_del_peticionario real
@attribute nivel_de_estudios {ninguno, licenciatura, posgrado}
@attribute nivel_de_renta {alto, medio, bajo}
@attribute patrimonio {alto, medio, bajo}
@attribute numero_de_hijos real
@attribute tamano_del_credito real
@attribute funcionario {si, no}
@attribute autorizado {si, no}

@data
47,ninguno,bajo,bajo,6,11825,si,no
27,ninguno,medio,medio,1,30273,si,si
35,licenciatura,medio,alto,2,42356,si,si
24,ninguno,bajo,bajo,2,2618,si,no
59,ninguno,medio,medio,0,52162,si,si
28,ninguno,medio,medio,0,21435,si,si
34,licenciatura,bajo,bajo,2,7745,no,no
24,licenciatura,medio,alto,2,50506,si,si
43,ninguno,medio,medio,2,53027,si,no
46,ninguno,bajo,bajo,5,8534,no,no
30,licenciatura,bajo,bajo,4,15671,no,no
53,posgrado,medio,medio,3,69381,si,no
49,posgrado,medio,medio,0,73383,si,si
51,ninguno,bajo,medio,3,18797,si,si
21,licenciatura,bajo,bajo,3,13863,si,si
39,licenciatura,bajo,bajo,4,18894,no,si
53,posgrado,alto,medio,2,74147,si,si
27,ninguno,medio,bajo,2,59245,si,si
50,ninguno,bajo,bajo,3,4235,no,no
50,ninguno,bajo,bajo,5,16685,no,no
48,ninguno,bajo,bajo,3,13170,no,no
22,ninguno,bajo,bajo,1,7933,no,no
53,ninguno,bajo,bajo,6,12134,no,no
57,ninguno,bajo,bajo,2,15635,si,no
55,ninguno,bajo,medio,6,11720,no,no
46,ninguno,bajo,bajo,4,10213,no,no
39,licenciatura,medio,medio,0,35441,si,si
26,ninguno,medio,bajo,0,53747,si,no
51,ninguno,bajo,bajo,5,13542,si,no
47,posgrado,medio,alto,2,98874,si,si
50,posgrado,medio,medio,1,53722,si,no
57,ninguno,bajo,bajo,5,3101,no,no
54,posgrado,bajo,bajo,4,18376,no,no
30,licenciatura,medio,alto,3,22555,si,si
31,licenciatura,medio,bajo,2,88289,si,no
48,posgrado,medio,medio,1,92866,si,si
49,ninguno,bajo,bajo,5,4648,si,no
25,ninguno,medio,alto,3,55729,si,si
28,ninguno,medio,medio,3,71057,si,si
30,licenciatura,medio,alto,1,21878,si,si
44,posgrado,medio,medio,3,74868,si,no
53,ninguno,bajo,bajo,3,6603,si,no
43,ninguno,bajo,bajo,5,19866,si,si
50,posgrado,bajo,bajo,2,18315,no,no
27,ninguno,bajo,alto,1,12264,si,si
20,ninguno,medio,alto,0,5701,si,si
48,ninguno,medio,bajo,2,38849,si,no
52,posgrado,medio,bajo,2,7356,no,no
50,posgrado,medio,alto,0,67307,si,si
56,ninguno,medio,alto,2,17776,no,no
34,licenciatura,alto,bajo,3,48113,si,si
56,ninguno,bajo,bajo,5,11214,no,no
43,ninguno,bajo,bajo,2,10077,no,si
45,ninguno,bajo,bajo,2,672,no,no
57,ninguno,bajo,bajo,3,3250,no,no
51,ninguno,bajo,bajo,5,5223,no,si
55,ninguno,bajo,bajo,3,7827,si,no
57,posgrado,medio,medio,3,73223,si,si
53,ninguno,bajo,bajo,4,14793,no,si
54,ninguno,medio,medio,2,22298,si,si
49,ninguno,bajo,bajo,6,568,no,si
37,ninguno,medio,alto,3,52483,si,si
45,ninguno,medio,medio,0,36585,no,no
45,ninguno,medio,medio,2,72828,si,si
44,posgrado,medio,alto,2,88436,no,no
43,posgrado,bajo,bajo,3,9368,no,no
27,licenciatura,bajo,bajo,4,16027,no,no
31,licenciatura,medio,alto,0,58268,no,si
21,licenciatura,medio,alto,1,72504,si,si
31,licenciatura,bajo,bajo,5,10961,no,si
60,ninguno,medio,medio,0,23070,si,si
36,licenciatura,medio,medio,0,81695,si,no
52,posgrado,medio,bajo,0,89368,si,si
46,ninguno,bajo,bajo,2,18114,no,no
34,licenciatura,medio,medio,2,27123,si,si
45,ninguno,bajo,bajo,4,9732,no,no
24,licenciatura,medio,alto,3,61554,si,no
20,licenciatura,bajo,bajo,3,15112,no,no
27,ninguno,alto,alto,0,52093,si,si
37,licenciatura,medio,alto,2,36211,si,si
42,posgrado,alto,medio,2,12744,si,no
47,ninguno,medio,medio,2,55442,si,si
54,ninguno,bajo,bajo,2,7452,no,no
55,posgrado,medio,medio,0,71877,si,si
58,ninguno,bajo,bajo,3,18958,si,no
21,ninguno,bajo,bajo,4,8820,no,no
45,ninguno,bajo,bajo,3,8145,si,si
49,posgrado,alto,medio,0,42821,si,si
44,posgrado,medio,medio,0,11203,no,no
47,ninguno,medio,medio,0,69711,no,no
28,ninguno,medio,bajo,2,49107,si,no
33,licenciatura,medio,bajo,3,59944,si,si
33,licenciatura,medio,alto,3,98111,si,si
37,ninguno,medio,medio,1,70283,si,si
55,ninguno,bajo,bajo,1,2926,no,no
48,posgrado,medio,bajo,3,81981,si,si
23,licenciatura,bajo,bajo,2,7403,si,no
48,ninguno,bajo,medio,6,16842,si,no
35,ninguno,bajo,medio,4,4431,si,si
44,ninguno,bajo,bajo,6,7369,no,no
32,licenciatura,alto,alto,1,74266,si,si
47,ninguno,bajo,medio,3,5818,no,no
53,posgrado,alto,bajo,0,29306,si,si
48,posgrado,alto,alto,2,12842,si,si
56,ninguno,medio,bajo,1,60805,si,si
48,ninguno,bajo,bajo,6,3703,no,si
41,posgrado,bajo,bajo,2,12578,no,no
26,licenciatura,medio,medio,1,86431,si,si
43,ninguno,medio,alto,0,64143,si,si
54,ninguno,medio,alto,3,17280,si,no
33,ninguno,bajo,bajo,5,17099,no,no
41,ninguno,bajo,medio,2,2421,si,si
49,ninguno,bajo,medio,2,18412,no,no
24,licenciatura,medio,bajo,2,20205,si,si
55,posgrado,medio,alto,0,70897,si,si
38,licenciatura,medio,bajo,0,12870,si,si
46,posgrado,medio,alto,3,30841,si,si
33,ninguno,medio,bajo,3,62039,si,si
47,ninguno,bajo,alto,6,18705,si,no
20,licenciatura,medio,alto,1,57550,si,si
37,licenciatura,medio,alto,3,6873,si,si
43,posgrado,medio,alto,1,3517,si,si
35,licenciatura,bajo,bajo,5,5471,no,no
40,posgrado,medio,medio,0,71768,no,no
37,licenciatura,medio,bajo,2,4537,si,si
21,licenciatura,alto,medio,2,67128,si,si
26,ninguno,medio,medio,0,6806,si,no
45,posgrado,alto,medio,1,11388,si,si
46,ninguno,bajo,bajo,2,5252,no,no
43,ninguno,bajo,bajo,3,16687,no,no
38,ninguno,bajo,bajo,2,11990,no,no
48,posgrado,medio,alto,0,97279,no,no
43,ninguno,bajo,bajo,2,2478,no,no
59,posgrado,bajo,bajo,6,12698,no,no
37,licenciatura,medio,medio,1,33931,si,si
20,licenciatura,bajo,bajo,5,792,no,no
38,licenciatura,medio,medio,1,50156,si,si
33,ninguno,bajo,medio,5,2030,no,no
60,posgrado,medio,medio,0,35442,si,si
56,posgrado,medio,medio,0,8339,si,si
50,ninguno,medio,medio,1,92837,si,no
40,licenciatura,bajo,bajo,2,5578,no,no
26,licenciatura,medio,medio,3,73839,si,si
38,ninguno,bajo,bajo,3,2593,no,no
24,licenciatura,bajo,bajo,1,7870,si,si
21,ninguno,bajo,bajo,6,579,si,no
42,ninguno,bajo,medio,6,13433,si,no
50,ninguno,bajo,bajo,3,3282,no,no
29,ninguno,bajo,bajo,5,15994,no,si
27,ninguno,bajo,bajo,6,13668,no,no
35,posgrado,medio,medio,1,23292,si,no
48,ninguno,medio,bajo,2,25552,si,no
40,ninguno,bajo,bajo,5,8621,no,no
26,licenciatura,alto,bajo,2,40793,si,si
53,posgrado,bajo,bajo,1,2689,no,no
24,ninguno,bajo,medio,5,17453,si,no
58,ninguno,bajo,bajo,4,6712,no,si
45,ninguno,bajo,medio,5,9319,no,si
30,ninguno,medio,bajo,3,60667,no,si
25,licenciatura,medio,bajo,3,57961,si,si
20,licenciatura,medio,medio,2,28186,si,si
43,posgrado,alto,bajo,3,71833,si,si
45,ninguno,bajo,medio,4,10650,si,no
33,licenciatura,bajo,medio,6,8271,no,no
28,ninguno,bajo,bajo,6,12840,no,no
36,licenciatura,medio,medio,1,6648,si,si
28,licenciatura,bajo,bajo,6,13467,no,si
56,ninguno,bajo,bajo,5,3715,si,si
53,ninguno,medio,medio,2,16277,si,no
47,posgrado,alto,medio,0,33799,si,si
39,licenciatura,medio,alto,1,2765,si,si
35,licenciatura,medio,bajo,3,75162,si,no
54,posgrado,medio,bajo,3,18774,si,si
32,licenciatura,medio,alto,2,65998,si,si
50,posgrado,medio,medio,0,35697,no,no
52,ninguno,bajo,bajo,3,16003,no,no
50,posgrado,medio,alto,3,47877,si,si
48,ninguno,bajo,alto,6,5326,no,si
41,ninguno,bajo,bajo,1,15938,no,no
37,licenciatura,medio,medio,1,54831,si,si
47,ninguno,bajo,bajo,1,12721,no,no
56,posgrado,medio,medio,3,98579,no,no
50,posgrado,medio,alto,3,53644,si,si
36,licenciatura,alto,medio,3,54441,no,si
57,ninguno,medio,bajo,0,87047,si,no
52,ninguno,bajo,bajo,6,8503,no,no
20,licenciatura,medio,medio,3,31112,si,no
22,licenciatura,medio,bajo,3,4785,si,si
56,posgrado,medio,medio,1,99898,si,no
45,posgrado,medio,bajo,1,53248,si,si
25,ninguno,medio,bajo,3,76246,si,si
28,ninguno,medio,bajo,0,55992,si,si
28,posgrado,bajo,bajo,2,5139,si,no
33,ninguno,bajo,bajo,3,9438,no,si
34,licenciatura,bajo,bajo,4,3136,no,no
43,ninguno,bajo,bajo,1,5185,no,no
34,licenciatura,medio,medio,2,9968,si,si
53,ninguno,medio,medio,3,70072,no,no
30,licenciatura,alto,alto,2,20432,si,si
50,ninguno,bajo,bajo,4,8781,no,si
23,licenciatura,medio,bajo,3,14628,si,si
56,ninguno,bajo,bajo,2,6498,no,no
48,ninguno,bajo,bajo,4,19522,no,no
27,licenciatura,medio,bajo,3,67379,si,no
25,licenciatura,bajo,bajo,3,19952,si,no
40,licenciatura,bajo,bajo,5,19597,no,no
38,ninguno,alto,medio,2,25117,no,no
34,licenciatura,medio,medio,1,20427,si,si
22,licenciatura,medio,bajo,1,18803,si,si
51,ninguno,bajo,bajo,6,13760,no,no
48,ninguno,alto,medio,2,88541,si,si
45,ninguno,medio,alto,1,75334,si,no
44,posgrado,alto,medio,2,60306,si,si
34,licenciatura,medio,alto,0,59471,si,no
38,licenciatura,medio,medio,2,58827,si,si
43,ninguno,bajo,bajo,2,15999,si,si
32,licenciatura,medio,alto,3,2772,si,si
51,ninguno,bajo,bajo,5,14923,no,si
33,licenciatura,medio,alto,2,16106,no,no
26,licenciatura,medio,bajo,0,77703,si,si
31,licenciatura,alto,alto,0,38153,no,si
52,ninguno,bajo,bajo,4,14548,no,no
21,licenciatura,bajo,bajo,4,4811,no,no
22,ninguno,bajo,medio,4,2709,no,si
41,ninguno,bajo,bajo,3,4770,no,no
54,posgrado,alto,medio,3,50028,si,no
44,ninguno,bajo,bajo,6,19689,no,si
24,licenciatura,medio,medio,3,82169,si,si
45,posgrado,alto,medio,3,63930,si,si
47,ninguno,bajo,bajo,4,2729,no,no
37,licenciatura,medio,medio,3,96144,si,si
44,ninguno,bajo,bajo,5,13096,no,no
31,posgrado,medio,bajo,0,73198,si,si
55,posgrado,medio,bajo,2,57899,no,no
29,licenciatura,bajo,bajo,6,4321,si,no
57,posgrado,medio,medio,2,40245,si,si
56,ninguno,medio,medio,1,62700,si,no
42,ninguno,bajo,bajo,3,2845,si,no
52,ninguno,bajo,bajo,3,14307,no,no
30,licenciatura,medio,alto,1,10105,si,si
51,ninguno,bajo,bajo,2,15363,si,no
23,licenciatura,medio,bajo,2,3387,si,si
43,ninguno,bajo,bajo,1,2859,no,no
59,ninguno,bajo,bajo,5,12443,no,no
27,posgrado,bajo,bajo,1,14421,no,no
25,licenciatura,bajo,medio,3,10874,si,no
55,ninguno,bajo,bajo,1,16228,no,no
39,licenciatura,medio,alto,0,37627,si,si
36,licenciatura,medio,bajo,2,21174,si,si
26,licenciatura,medio,medio,1,62437,si,si
27,licenciatura,medio,medio,1,57138,si,si
25,licenciatura,bajo,bajo,5,7542,no,si
27,ninguno,medio,alto,0,12634,si,si
53,ninguno,bajo,bajo,3,3645,si,no
29,licenciatura,bajo,bajo,6,11774,no,si
23,licenciatura,medio,alto,0,42072,si,si
43,ninguno,bajo,bajo,3,10466,no,no
41,ninguno,bajo,medio,1,13709,si,no
50,posgrado,medio,bajo,3,38563,si,si
58,ninguno,bajo,bajo,1,4291,no,no
24,ninguno,medio,medio,3,68914,si,si
24,licenciatura,medio,medio,0,72533,si,si
21,licenciatura,bajo,bajo,2,12474,no,si
28,ninguno,medio,medio,0,90673,si,si
24,ninguno,medio,medio,1,92725,si,si
37,licenciatura,bajo,bajo,5,1614,no,no
46,posgrado,alto,bajo,0,18106,si,si
25,licenciatura,medio,bajo,1,74998,si,si
37,licenciatura,medio,alto,3,92767,si,si
58,ninguno,medio,alto,0,67187,si,no
37,ninguno,bajo,bajo,5,15091,no,no
52,posgrado,bajo,bajo,5,9481,no,si
55,ninguno,bajo,bajo,5,16381,no,no
22,licenciatura,bajo,bajo,2,7617,no,si
58,posgrado,alto,medio,2,34754,si,si
39,ninguno,medio,medio,1,50202,si,si
20,licenciatura,bajo,medio,6,922,si,no
34,licenciatura,medio,medio,1,66551,si,no
60,ninguno,bajo,bajo,4,17058,no,no
60,ninguno,bajo,medio,1,15806,si,no
42,ninguno,bajo,bajo,3,4858,no,si
20,licenciatura,medio,alto,2,15093,si,no
52,ninguno,bajo,bajo,3,9632,si,no
56,ninguno,bajo,medio,6,16148,si,no
50,posgrado,alto,alto,3,13946,si,si
42,ninguno,bajo,bajo,2,4060,no,no
30,ninguno,bajo,bajo,5,12579,no,si
58,posgrado,bajo,bajo,2,15976,no,no
31,posgrado,medio,bajo,1,51549,si,si
27,ninguno,medio,alto,3,92955,si,si
43,ninguno,medio,medio,3,79643,si,si
51,posgrado,medio,medio,3,81983,si,si
43,ninguno,bajo,bajo,4,19856,si,no
51,ninguno,bajo,bajo,4,7455,no,no
32,licenciatura,alto,alto,0,34793,si,si
30,licenciatura,medio,alto,3,4113,si,si
21,licenciatura,medio,bajo,2,21034,si,si
27,ninguno,medio,bajo,0,80039,si,si
37,licenciatura,medio,medio,1,86896,si,si
32,licenciatura,bajo,bajo,3,19444,si,si
29,licenciatura,bajo,bajo,3,3523,no,no
37,licenciatura,medio,medio,0,29132,si,si
28,ninguno,bajo,bajo,4,1353,no,no
37,licenciatura,alto,medio,0,90759,si,si
44,ninguno,bajo,bajo,2,8380,no,no
34,licenciatura,alto,alto,2,15756,si,si
21,licenciatura,medio,bajo,0,13431,si,si
53,ninguno,medio,medio,2,92639,si,si
36,ninguno,medio,medio,1,73497,si,no
50,ninguno,medio,alto,1,11186,si,no
42,ninguno,bajo,bajo,2,18559,no,si
52,posgrado,alto,medio,2,7722,si,si
55,ninguno,bajo,bajo,5,17688,no,no
21,licenciatura,medio,alto,3,46899,si,si
31,ninguno,bajo,bajo,2,1672,no,no
22,posgrado,medio,bajo,3,76964,si,si
25,licenciatura,alto,bajo,2,14435,si,no
56,posgrado,medio,medio,3,60905,si,si
51,posgrado,medio,medio,1,14110,si,si
44,ninguno,bajo,bajo,4,2995,no,si
51,ninguno,bajo,medio,5,5362,si,no
56,ninguno,bajo,bajo,1,6116,no,no
33,ninguno,medio,alto,3,9922,si,si
44,ninguno,bajo,bajo,1,11190,no,no
29,licenciatura,alto,bajo,0,10312,si,si
59,ninguno,bajo,bajo,3,7415,no,no
59,posgrado,medio,medio,1,83919,si,no
57,ninguno,bajo,medio,3,1714,si,no
40,licenciatura,medio,medio,3,76793,si,si
48,posgrado,alto,alto,3,77558,si,si
58,posgrado,bajo,medio,4,697,si,si
59,posgrado,medio,alto,0,39077,si,si
49,posgrado,alto,medio,1,29762,si,si
48,ninguno,bajo,bajo,6,3454,si,no
27,licenciatura,bajo,bajo,5,5537,no,no
21,licenciatura,medio,medio,0,77051,si,no
46,ninguno,bajo,bajo,1,16790,no,no
20,licenciatura,bajo,bajo,2,14162,no,no
41,posgrado,alto,medio,2,9843,si,si
22,ninguno,bajo,medio,4,16230,si,no
22,ninguno,medio,medio,3,22074,si,no
46,ninguno,bajo,bajo,2,16754,si,no
55,ninguno,bajo,bajo,3,18293,no,no
32,ninguno,alto,alto,2,1997,si,si
39,ninguno,medio,bajo,2,64492,si,si
22,ninguno,medio,medio,0,16823,si,no
55,ninguno,alto,medio,3,22593,si,si
40,licenciatura,medio,alto,1,58329,si,si
44,ninguno,bajo,bajo,2,17603,si,no
21,licenciatura,medio,bajo,1,79033,si,si
46,ninguno,bajo,bajo,3,2191,si,no
26,licenciatura,bajo,bajo,5,6192,si,no
42,ninguno,bajo,bajo,5,15681,no,no
23,ninguno,bajo,bajo,4,7318,no,no
46,ninguno,bajo,bajo,4,3666,no,no
21,ninguno,medio,alto,0,32718,si,si
56,posgrado,medio,medio,0,48938,si,si
42,posgrado,alto,medio,0,82393,si,si
40,licenciatura,medio,bajo,1,30574,si,si
29,licenciatura,medio,alto,0,10773,si,si
45,posgrado,medio,medio,3,77958,no,no
33,licenciatura,bajo,bajo,4,3487,no,no
39,licenciatura,medio,alto,0,11792,si,si
43,ninguno,medio,medio,3,12256,si,si
37,ninguno,bajo,alto,4,5398,si,no
48,ninguno,bajo,bajo,4,1050,no,no
38,licenciatura,medio,medio,2,48907,si,no
46,ninguno,bajo,bajo,2,6024,no,no
57,ninguno,medio,medio,2,86794,si,si
39,licenciatura,medio,medio,2,18885,si,si
45,ninguno,medio,bajo,0,43132,si,si
47,posgrado,bajo,bajo,4,11731,no,no
32,licenciatura,alto,alto,2,27208,si,si
22,ninguno,medio,medio,2,69653,si,si
23,licenciatura,medio,medio,3,68502,no,no
44,posgrado,bajo,bajo,6,13365,no,si
20,licenciatura,medio,medio,1,63471,si,si
44,ninguno,bajo,bajo,1,16497,no,no
37,licenciatura,medio,bajo,2,70893,si,si
57,ninguno,bajo,bajo,6,19297,no,si
33,licenciatura,medio,medio,1,9692,no,no
21,licenciatura,medio,medio,2,51738,si,si
58,ninguno,bajo,bajo,1,9530,no,no
20,licenciatura,medio,alto,3,67455,si,si
39,ninguno,alto,medio,1,87305,si,si
45,ninguno,bajo,bajo,3,16507,no,si
44,ninguno,medio,bajo,3,35512,si,si
24,posgrado,medio,alto,2,92944,si,si
59,ninguno,bajo,bajo,1,658,no,no
25,licenciatura,bajo,medio,6,3872,si,no
20,licenciatura,bajo,bajo,2,10280,si,no
59,ninguno,medio,medio,3,65527,si,si
29,licenciatura,alto,medio,0,13830,no,no
31,licenciatura,medio,medio,1,83982,si,si
34,licenciatura,medio,alto,1,29949,si,si
46,ninguno,bajo,bajo,6,19672,no,si
53,ninguno,bajo,bajo,5,12917,no,no
32,licenciatura,medio,bajo,2,81028,si,si
40,licenciatura,alto,alto,0,42231,si,si
37,licenciatura,bajo,bajo,4,12460,no,no
41,ninguno,bajo,bajo,1,10275,no,si
37,licenciatura,bajo,bajo,1,3583,no,si
51,ninguno,medio,medio,3,9987,si,si
52,ninguno,bajo,bajo,2,10495,si,si
21,licenciatura,medio,alto,0,69197,si,no
43,ninguno,bajo,bajo,6,15514,si,no
56,ninguno,bajo,bajo,6,9748,no,no
45,ninguno,bajo,bajo,1,12179,no,no
25,licenciatura,medio,medio,0,23435,si,si
21,ninguno,medio,medio,2,66013,si,si
21,licenciatura,medio,alto,1,70171,si,si
22,licenciatura,medio,medio,3,30610,si,si
51,ninguno,bajo,bajo,3,10396,no,si
33,licenciatura,medio,alto,0,89113,si,si
53,posgrado,alto,bajo,0,89627,si,si
50,ninguno,medio,alto,0,19164,no,si
44,posgrado,medio,bajo,0,28968,si,si
51,ninguno,bajo,bajo,6,16701,no,si
46,posgrado,alto,medio,3,17465,si,si
37,ninguno,medio,medio,0,35756,si,si
30,ninguno,medio,alto,1,60052,si,si
55,ninguno,bajo,bajo,3,18194,si,si
36,licenciatura,medio,medio,2,13055,si,si
44,ninguno,bajo,bajo,2,6614,no,no
27,licenciatura,bajo,medio,1,1495,no,si
50,ninguno,bajo,bajo,3,8835,no,no
47,ninguno,bajo,bajo,2,12864,si,no
48,posgrado,alto,alto,1,71499,si,si
42,ninguno,bajo,bajo,1,7277,si,no
49,ninguno,bajo,medio,4,12821,no,no
53,ninguno,bajo,bajo,3,13097,no,no
54,posgrado,medio,medio,3,95694,si,no
59,posgrado,medio,alto,2,57375,si,si
21,licenciatura,alto,alto,1,74254,si,si
57,ninguno,bajo,bajo,5,8845,no,no
60,ninguno,bajo,bajo,4,19356,no,no
49,ninguno,bajo,bajo,6,8020,no,no
35,licenciatura,medio,medio,3,82945,si,si
46,ninguno,medio,medio,0,33273,si,si
56,posgrado,medio,bajo,0,27372,si,si
30,licenciatura,medio,medio,3,44661,si,si
48,posgrado,alto,bajo,3,25923,si,no
41,ninguno,bajo,bajo,1,12483,no,no
43,posgrado,alto,bajo,0,40022,si,si
28,licenciatura,medio,medio,0,8149,si,si
26,ninguno,medio,medio,1,52138,si,si
47,posgrado,alto,alto,3,30514,si,si
31,ninguno,medio,bajo,2,43023,si,no
33,licenciatura,medio,alto,0,51629,si,si
60,ninguno,bajo,bajo,5,14850,no,no
50,posgrado,medio,medio,3,59895,no,no
57,ninguno,bajo,bajo,4,14054,no,no
29,licenciatura,bajo,bajo,3,1708,no,no
36,licenciatura,medio,medio,3,44998,si,si
21,licenciatura,bajo,bajo,4,1773,no,si
35,ninguno,bajo,bajo,5,10264,si,no
58,posgrado,medio,alto,2,6386,si,si
45,ninguno,bajo,bajo,2,14270,no,no
41,posgrado,alto,medio,3,84217,si,si
25,licenciatura,alto,alto,0,9276,si,si
31,licenciatura,medio,bajo,3,78212,si,no
26,licenciatura,medio,alto,1,37923,si,si
23,licenciatura,alto,medio,3,53154,si,si
48,ninguno,bajo,bajo,4,11470,no,no
25,licenciatura,medio,medio,0,53933,si,si
54,ninguno,bajo,bajo,3,18800,no,no
40,ninguno,medio,bajo,3,86924,si,no
26,licenciatura,alto,bajo,3,44247,no,si
29,licenciatura,bajo,bajo,3,4637,no,no
28,licenciatura,medio,alto,0,23937,si,no
38,licenciatura,medio,alto,3,51992,si,si
55,posgrado,alto,medio,1,16286,si,si
42,ninguno,medio,medio,2,13149,si,no
49,posgrado,bajo,bajo,1,3943,si,si
49,ninguno,bajo,bajo,6,18897,no,si
30,licenciatura,alto,alto,2,99884,si,si
23,ninguno,medio,alto,3,68393,si,si
26,ninguno,bajo,bajo,6,11386,si,no
23,licenciatura,medio,medio,3,22867,si,si
48,ninguno,bajo,bajo,5,12228,no,no
34,licenciatura,medio,medio,0,46123,si,si
32,ninguno,bajo,bajo,4,11920,no,no
29,licenciatura,medio,alto,3,92247,si,si
24,licenciatura,medio,medio,0,11806,no,no
57,posgrado,bajo,bajo,3,4426,si,no
25,posgrado,bajo,bajo,5,9484,no,no
27,ninguno,medio,medio,0,91805,si,no
29,licenciatura,medio,medio,3,20051,si,si
57,ninguno,bajo,bajo,2,15575,no,no
51,ninguno,bajo,bajo,2,9055,no,no
56,ninguno,bajo,bajo,3,5671,no,no
37,licenciatura,alto,medio,0,12726,si,si
47,ninguno,bajo,medio,1,5224,si,no
55,ninguno,bajo,bajo,5,5747,no,no
29,ninguno,medio,bajo,0,50108,no,no
57,posgrado,medio,bajo,2,83088,no,no
60,ninguno,bajo,bajo,6,3044,no,no
49,ninguno,bajo,bajo,3,15019,si,si
31,licenciatura,medio,medio,1,74601,si,si
54,posgrado,medio,medio,3,31232,si,si
29,licenciatura,medio,alto,3,63248,no,si
42,posgrado,medio,bajo,0,51108,si,si
23,licenciatura,bajo,bajo,5,14644,si,si
39,licenciatura,bajo,bajo,6,7142,no,no
55,ninguno,bajo,bajo,1,955,no,no
25,licenciatura,bajo,medio,5,12545,no,no
30,licenciatura,medio,bajo,2,60029,si,si
50,ninguno,bajo,bajo,6,7351,no,si
57,ninguno,medio,alto,2,99958,no,no
59,posgrado,alto,medio,0,17871,si,no
50,posgrado,medio,alto,3,89394,si,si
30,licenciatura,medio,alto,2,6651,si,si
47,ninguno,bajo,bajo,5,18868,no,no
59,posgrado,medio,medio,1,10105,si,no
54,posgrado,alto,alto,3,8630,si,si
21,licenciatura,alto,alto,3,35992,si,si
55,posgrado,medio,medio,2,38013,si,si
21,licenciatura,medio,bajo,0,82355,si,no
45,posgrado,medio,medio,0,64170,si,si
55,posgrado,medio,medio,2,36548,si,si
24,ninguno,bajo,bajo,1,18070,no,no
54,ninguno,bajo,bajo,1,3038,no,si
49,ninguno,bajo,bajo,3,15116,si,si
20,licenciatura,bajo,medio,4,11499,si,si
41,posgrado,medio,bajo,2,43739,si,si
34,ninguno,medio,medio,0,84825,no,si
33,ninguno,medio,medio,2,69136,si,si
50,posgrado,alto,alto,2,21608,si,si
22,licenciatura,medio,medio,3,8062,si,si
50,ninguno,bajo,bajo,3,14261,no,no
41,ninguno,medio,medio,3,74388,si,si
23,licenciatura,medio,bajo,3,75971,si,si
44,posgrado,medio,medio,1,13385,si,si
36,ninguno,medio,alto,1,57661,si,si
57,posgrado,medio,medio,0,22795,si,si
48,posgrado,medio,alto,3,7129,si,si
26,ninguno,bajo,bajo,5,19508,no,no
49,ninguno,bajo,bajo,2,12569,no,no
55,posgrado,bajo,bajo,5,1358,no,no
50,ninguno,bajo,bajo,1,9477,si,no
25,ninguno,medio,alto,2,21773,si,si
28,ninguno,bajo,bajo,1,6406,si,no
41,ninguno,bajo,bajo,6,14447,no,no
43,ninguno,medio,bajo,3,8952,si,si
45,posgrado,medio,alto,0,3859,si,no
41,ninguno,bajo,bajo,4,9967,si,no
50,ninguno,bajo,bajo,1,9926,si,si
25,licenciatura,bajo,bajo,1,15456,no,no
26,ninguno,medio,bajo,2,43343,si,si
49,ninguno,medio,bajo,2,53821,si,si
54,ninguno,bajo,bajo,3,4594,no,no
50,ninguno,bajo,medio,3,11028,si,no
41,ninguno,bajo,bajo,5,16779,no,si
36,licenciatura,medio,alto,0,35203,si,si
58,ninguno,bajo,medio,2,2479,no,no
32,licenciatura,medio,medio,2,81870,si,si
42,ninguno,bajo,bajo,6,5303,si,no
24,ninguno,medio,bajo,0,90106,si,si
44,ninguno,bajo,bajo,5,16474,no,no
40,licenciatura,medio,alto,2,99850,si,no
58,ninguno,bajo,bajo,1,16334,no,no
43,ninguno,bajo,bajo,5,18068,si,no
53,posgrado,medio,medio,1,92046,si,si
31,ninguno,medio,medio,3,5256,si,si
25,licenciatura,medio,bajo,0,44264,si,si
37,ninguno,medio,alto,1,67072,si,no
21,licenciatura,bajo,medio,6,16535,si,no
21,licenciatura,medio,bajo,3,85753,si,si
55,posgrado,medio,bajo,2,51198,si,no
31,licenciatura,medio,medio,3,49759,si,si
23,licenciatura,medio,bajo,0,33618,si,si
55,ninguno,bajo,bajo,1,12321,no,no
36,licenciatura,medio,alto,1,32919,si,si
55,ninguno,bajo,bajo,6,16839,no,no
44,ninguno,medio,bajo,2,1059,si,no
38,posgrado,bajo,bajo,3,8818,no,si
48,posgrado,alto,bajo,0,89467,si,si
24,posgrado,bajo,bajo,5,16148,no,no
46,posgrado,medio,alto,0,86684,si,no
38,licenciatura,medio,medio,3,52463,si,si
36,ninguno,bajo,bajo,2,13239,no,no
33,licenciatura,medio,alto,1,68445,si,no
21,ninguno,bajo,bajo,5,15447,no,no
20,licenciatura,bajo,bajo,2,6997,no,no
58,ninguno,medio,medio,1,99843,si,si
55,ninguno,bajo,bajo,4,13874,no,no
30,licenciatura,medio,alto,3,54412,si,si
45,ninguno,bajo,bajo,3,14390,si,no
46,posgrado,medio,bajo,0,15237,si,si
54,ninguno,medio,alto,3,69656,si,si
38,ninguno,medio,medio,1,87918,si,si
59,posgrado,alto,bajo,1,62190,si,si
45,posgrado,alto,medio,3,22168,si,si
28,posgrado,medio,medio,1,3590,si,no
30,licenciatura,bajo,bajo,2,17673,no,no
